id,year,era,country,brand,campaign,agency,writer,director,genre,category,format,why,link
336,2000,2000s,USA,BMW,The Hire: Ambush,Fallon,David Lubars,John Frankenheimer,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=BMW+The+Hire+Ambush+commercial
337,2000,2000s,USA,BMW,The Hire: Star,Fallon,David Lubars,Guy Ritchie,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=BMW+The+Hire+Star+commercial
338,2001,2000s,USA,BMW,The Hire: The Follow,Fallon,David Lubars,Wong Kar-wai,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=BMW+The+Hire+The+Follow+commercial
339,2002,2000s,USA,BMW,The Hire: Powder Keg,Fallon,David Lubars,Alejandro González Iñárritu,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=BMW+The+Hire+Powder+Keg+commercial
340,2003,2000s,USA,BMW,The Hire: Hostage,Fallon,David Lubars,John Woo,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=BMW+The+Hire+Hostage+commercial
341,2004,2000s,USA,BMW,The Hire: Beat the Devil,Fallon,David Lubars,Tony Scott,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=BMW+The+Hire+Beat+the+Devil+commercial
342,2006,2000s,UK,Sony Bravia,Play-Doh,Fallon,,Juan Cabral,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Sony+Bravia+Play+Doh+commercial
343,2007,2000s,UK,Sony Bravia,Bunnies,Fallon,,Psyop,Humour,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Sony+Bravia+Bunnies+commercial
344,2008,2000s,UK,Cadbury,Eyebrows,Fallon,,,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Cadbury+Eyebrows+commercial
345,2008,2000s,UK,Sony Bravia,Domino City,Fallon,,,Product Demo / Craft,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Sony+Bravia+Domino+City+commercial
346,2009,2000s,UK,Cadbury,Trucks,Fallon,,,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Cadbury+Trucks+commercial
347,2009,2000s,UK,Philips,Carousel,DDB & Tribal,Duncan McRae,Adam Berg,Product Demo / Craft,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Philips+Carousel+commercial
348,2010,2010s,UK,Old Spice,The Man Your Man Could Smell Like,Wieden+Kennedy,Craig Allen,Tom Kuntz,Brand Film / TVC,Advertising,Film,A character-led campaign built around a crystal-clear product benefit and relentless comedic escalation,https://www.youtube.com/results?search_query=Old+Spice+The+Man+Your+Man+Could+Smell+Like+commercial
349,2010,2010s,UK,Nike,Write the Future,Wieden+Kennedy,,Alejandro González Iñárritu,Sport,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nike+Write+the+Future+commercial
350,2011,2010s,UK,Three,The Pony,Wieden+Kennedy,,,Humour,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Three+The+Pony+commercial
351,2012,2010s,UK,T-Mobile,Royal Wedding,Saatchi & Saatchi,,,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=T+Mobile+Royal+Wedding+commercial
352,2012,2010s,UK,John Lewis,The Journey,Adam&EveDDB,,,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=John+Lewis+The+Journey+commercial
353,2013,2010s,UK,P&G,Best Job,Wieden+Kennedy,,,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=P+G+Best+Job+commercial
354,2013,2010s,UK,John Lewis,The Bear & The Hare,Adam&EveDDB,,Johnny Kelly,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=John+Lewis+The+Bear+The+Hare+commercial
355,2015,2010s,UK,Sainsbury's,Mog's Christmas Calamity,AMV BBDO,,Tom Hooper,Festive,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Sainsbury+s+Mog+s+Christmas+Calamity+commercial
356,2015,2010s,UK,John Lewis,Man on the Moon,Adam&EveDDB,,,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=John+Lewis+Man+on+the+Moon+commercial
357,2023,2020s,UK,John Lewis,Snapper,Saatchi & Saatchi,,,Brand Film / TVC,Advertising,Film,"A strong example of UK advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=John+Lewis+Snapper+commercial
358,1968,1960s,France,Orangina,Shake the Bottle,Publicis,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Orangina+Shake+the+Bottle+commercial
359,1971,1970s,France,Evian,Roller Babies,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Evian+Roller+Babies+commercial
360,1982,1980s,France,Peugeot,The Lion,RSCG,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Peugeot+The+Lion+commercial
361,1987,1980s,France,Canal+,The Closet,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Canal+The+Closet+commercial
362,1994,1990s,France,Evian,Water Boy,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Evian+Water+Boy+commercial
363,1999,1990s,France,Canal+,The Bear,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Canal+The+Bear+commercial
364,2002,2000s,France,Perrier,The Drop,Ogilvy Paris,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Perrier+The+Drop+commercial
365,2003,2000s,France,Evian,Waterboy,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Evian+Waterboy+commercial
366,2005,2000s,France,Axe,The Axe Effect,Lowe,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Axe+The+Axe+Effect+commercial
367,2010,2010s,France,Perrier,The Secret Place,Ogilvy Paris,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Perrier+The+Secret+Place+commercial
368,2014,2010s,France,Axe,Peace,Pereira O'Dell,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Axe+Peace+commercial
369,2015,2010s,France,Lacoste,Timeless,BETC,,Seb Edwards,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Lacoste+Timeless+commercial
370,2016,2010s,France,Canal+,The Binge,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Canal+The+Binge+commercial
371,2017,2010s,France,Monoprix,The Monoprix Xmas Film,J. Walter Thompson Paris,,,Festive,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Monoprix+The+Monoprix+Xmas+Film+commercial
372,2018,2010s,France,Lacoste,Crocodile Inside,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Lacoste+Crocodile+Inside+commercial
373,2019,2010s,France,Orange,The Last Bastion,Publicis Conseil,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Orange+The+Last+Bastion+commercial
374,2020,2020s,France,Intermarché,"L'amour, l'amour",Romance,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Intermarch+L+amour+l+amour+commercial
375,2021,2020s,France,Lacoste,The Wedding,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Lacoste+The+Wedding+commercial
376,2022,2020s,France,Intermarché,The Breakup,Romance,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Intermarch+The+Breakup+commercial
377,2023,2020s,France,Canal+,The Mountain,BETC,,,Brand Film / TVC,Advertising,Film,"A strong example of France advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Canal+The+Mountain+commercial
378,1969,1960s,Japan,Fujiya,Milky / Peko-chan,In-house,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Fujiya+Milky+Peko+chan+commercial
379,1973,1970s,Japan,Shiseido,Summer Campaigns,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Shiseido+Summer+Campaigns+commercial
380,1984,1980s,Japan,Nissin,Hungry? Cup Noodle,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nissin+Hungry+Cup+Noodle+commercial
381,1985,1980s,Japan,Shiseido,TSUBAKI-era advertising,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Shiseido+TSUBAKI+era+advertising+commercial
382,1988,1980s,Japan,SoftBank,White Family,Hakuhodo,,,Emotional,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=SoftBank+White+Family+commercial
383,1990,1990s,Japan,Nissin,Hungry?,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nissin+Hungry+commercial
384,1995,1990s,Japan,SoftBank,White Family / later,Hakuhodo,,,Emotional,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=SoftBank+White+Family+later+commercial
385,2007,2000s,Japan,Kirin,FIFA / football campaigns,Dentsu,,,Sport,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Kirin+FIFA+football+campaigns+commercial
386,2008,2000s,Japan,Nissin,Cup Noodle / Freedom,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nissin+Cup+Noodle+Freedom+commercial
387,2011,2010s,Japan,Toyota,Reborn,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Toyota+Reborn+commercial
388,2012,2010s,Japan,Suntory,Boss,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Suntory+Boss+commercial
389,2013,2010s,Japan,Google Japan,Reunion,Google Creative Lab Japan,,,Emotional,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Google+Japan+Reunion+commercial
390,2014,2010s,Japan,Shiseido,High School Girl?,Watts of Tokyo,,,Social / Purpose,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Shiseido+High+School+Girl+commercial
391,2015,2010s,Japan,Toyota,What Makes a Car a Car?,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Toyota+What+Makes+a+Car+a+Car+commercial
392,2016,2010s,Japan,Pocky,The Pocky THE GIFT,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Pocky+The+Pocky+THE+GIFT+commercial
393,2017,2010s,Japan,Shiseido,High School Girl? / later,Watts of Tokyo,,,Social / Purpose,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Shiseido+High+School+Girl+later+commercial
394,2018,2010s,Japan,Google Japan,Hometown,Google,,,Emotional,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Google+Japan+Hometown+commercial
395,2019,2010s,Japan,Toyota,Start Your Impossible,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Toyota+Start+Your+Impossible+commercial
396,2020,2020s,Japan,Suntory,Boss / Craft Boss,Dentsu,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Suntory+Boss+Craft+Boss+commercial
397,2022,2020s,Japan,Shiseido,The Power of Makeup,Watts of Tokyo,,,Brand Film / TVC,Advertising,Film,"A strong example of Japan advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Shiseido+The+Power+of+Makeup+commercial
398,1965,1960s,Australia,Qantas,I Still Call Australia Home,Various,,,Emotional,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Qantas+I+Still+Call+Australia+Home+commercial
399,1972,1970s,Australia,Milo,Energy,JWT Australia,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Milo+Energy+commercial
400,1980,1980s,Australia,Mortein,Louie the Fly,JWT Australia,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Mortein+Louie+the+Fly+commercial
401,1985,1980s,Australia,Yellow Pages,G-O-G-G-O,Singleton Ogilvy & Mather,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Yellow+Pages+G+O+G+G+O+commercial
402,1993,1990s,Australia,Victoria Bitter,Hard Earned Thirst,George Patterson,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Victoria+Bitter+Hard+Earned+Thirst+commercial
403,1999,1990s,Australia,Carlton & United Breweries,Big Ad / later,George Patterson,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Carlton+United+Breweries+Big+Ad+later+commercial
404,2002,2000s,Australia,Carlton Draught,Big Ad,George Patterson Partners,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Carlton+Draught+Big+Ad+commercial
405,2004,2000s,Australia,John West,Bear Fight,Leo Burnett,Neil Dawson,Daniel Kleinman,Humour,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=John+West+Bear+Fight+commercial
406,2005,2000s,Australia,Sony Bravia,Balls,Fallon,,Nicolai Fuglsig,Product Demo / Craft,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Sony+Bravia+Balls+commercial
407,2007,2000s,Australia,Dove,Evolution,Ogilvy,,Tim Piper,Social / Purpose,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Dove+Evolution+commercial
408,2008,2000s,Australia,Tropicana,The Tropicana Orange,Leo Burnett,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Tropicana+The+Tropicana+Orange+commercial
409,2010,2010s,Australia,Compare the Market,Meerkats,VCCP,,,Humour,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Compare+the+Market+Meerkats+commercial
410,2011,2010s,Australia,Clemenger BBDO,Meet Graham / early work,Clemenger BBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Clemenger+BBDO+Meet+Graham+early+work+commercial
411,2014,2010s,Australia,Clemenger BBDO,Meet Graham,Clemenger BBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Clemenger+BBDO+Meet+Graham+commercial
412,2015,2010s,Australia,SBS,The Most Important Game,The Monkeys,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=SBS+The+Most+Important+Game+commercial
413,2017,2010s,Australia,Snickers,You're Not You When You're Hungry,BBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Snickers+You+re+Not+You+When+You+re+Hungry+commercial
414,2018,2010s,Australia,Qantas,Feels Like Home,Publicis,,,Emotional,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Qantas+Feels+Like+Home+commercial
415,2019,2010s,Australia,Clemenger BBDO,The Man Who Danced,Clemenger BBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Clemenger+BBDO+The+Man+Who+Danced+commercial
416,2020,2020s,Australia,Tourism Australia,Matesong,M&C Saatchi,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Tourism+Australia+Matesong+commercial
417,2021,2020s,Australia,NRMA,You're Not Alone,The Monkeys,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=NRMA+You+re+Not+Alone+commercial
418,2022,2020s,Australia,Carlton & United Breweries,The Pub That Never Happened,Clemenger BBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Carlton+United+Breweries+The+Pub+That+Never+Happened+commercial
419,2024,2020s,Australia,NRMA,The Great Australian Drive,The Monkeys,,,Brand Film / TVC,Advertising,Film,"A strong example of Australia advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=NRMA+The+Great+Australian+Drive+commercial
420,2004,2000s,South Africa,Vodacom,Yebo Gogo,Net#work BBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Vodacom+Yebo+Gogo+commercial
421,2006,2000s,South Africa,Nando's,Last Dictator,Lowe Bull,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+Last+Dictator+commercial
422,2008,2000s,South Africa,Nando's,Nelson Mandela / Tribute,Lowe Bull,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+Nelson+Mandela+Tribute+commercial
423,2010,2010s,South Africa,Nando's,Diversity,Lowe Bull,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+Diversity+commercial
424,2012,2010s,South Africa,Nando's,Dictator,Lowe Bull,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+Dictator+commercial
425,2014,2010s,South Africa,Nando's,You People,Lowe Bull,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+You+People+commercial
426,2015,2010s,South Africa,Nando's,Mozambican Piri-Piri,Lowe Bull,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+Mozambican+Piri+Piri+commercial
427,2016,2010s,South Africa,Nando's,Everyone's Welcome,Lowe Bull,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+Everyone+s+Welcome+commercial
428,2017,2010s,South Africa,Nando's,The Last Dictator,Lowe Bull,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+The+Last+Dictator+commercial
429,2018,2010s,South Africa,Nando's,Ramaphosa,M&C Saatchi Abel,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+Ramaphosa+commercial
430,2020,2020s,South Africa,Nando's,You Can't Beat Our Meat,M&C Saatchi Abel,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+You+Can+t+Beat+Our+Meat+commercial
431,2021,2020s,South Africa,Nando's,The Sauce,M&C Saatchi Abel,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+The+Sauce+commercial
432,2022,2020s,South Africa,Nando's,Political ads,M&C Saatchi Abel,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+Political+ads+commercial
433,2023,2020s,South Africa,Nando's,We're All in This Together,M&C Saatchi Abel,,,Brand Film / TVC,Advertising,Film,"A strong example of South Africa advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nando+s+We+re+All+in+This+Together+commercial
434,2006,2000s,New Zealand,Speight's,The Dance,DDB New Zealand,,,Brand Film / TVC,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Speight+s+The+Dance+commercial
435,2007,2000s,New Zealand,Air New Zealand,Nothing to Hide,Clemenger BBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Air+New+Zealand+Nothing+to+Hide+commercial
436,2008,2000s,New Zealand,Yellow,Bugger,DDB New Zealand,,,Brand Film / TVC,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Yellow+Bugger+commercial
437,2009,2000s,New Zealand,Air New Zealand,Bare Essentials,Clemenger BBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Air+New+Zealand+Bare+Essentials+commercial
438,2010,2010s,New Zealand,Dove,Evolution,Ogilvy,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Dove+Evolution+commercial
439,2011,2010s,New Zealand,Speight's,The Great Migration,DDB New Zealand,,,Brand Film / TVC,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Speight+s+The+Great+Migration+commercial
440,2012,2010s,New Zealand,Telecom,Backing Black,DDB New Zealand,,,Brand Film / TVC,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Telecom+Backing+Black+commercial
441,2013,2010s,New Zealand,New Zealand Transport Agency,Legend,Clemenger BBDO,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=New+Zealand+Transport+Agency+Legend+commercial
442,2014,2010s,New Zealand,Air New Zealand,The Most Epic Safety Video,True,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Air+New+Zealand+The+Most+Epic+Safety+Video+commercial
443,2015,2010s,New Zealand,NZ Transport Agency,Mistakes,Clemenger BBDO,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=NZ+Transport+Agency+Mistakes+commercial
444,2016,2010s,New Zealand,Air New Zealand,Safety in Hollywood,True,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Air+New+Zealand+Safety+in+Hollywood+commercial
445,2017,2010s,New Zealand,Burger King,McWhopper,Y&R New Zealand,,,Brand Film / TVC,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Burger+King+McWhopper+commercial
446,2018,2010s,New Zealand,NZ Transport Agency,Belt Up,Clemenger BBDO,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=NZ+Transport+Agency+Belt+Up+commercial
447,2019,2010s,New Zealand,Air New Zealand,Safety Old School Style,True,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Air+New+Zealand+Safety+Old+School+Style+commercial
448,2020,2020s,New Zealand,NZ Transport Agency,Legend,Clemenger BBDO,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=NZ+Transport+Agency+Legend+commercial
449,2021,2020s,New Zealand,Air New Zealand,Safety videos,True,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Air+New+Zealand+Safety+videos+commercial
